start_time,end_time,Duration (mS),Voltage (mV),Remaining_charge (mAh),Intensity (mA),Power (W),Consumed charge(mAh),Energy (J),Top app,Screen(ON/OFF),GPS(ON/OFF),Mobile_Radio(ON/OFF),WiFi(ON/OFF),Wifi radio,Camera(ON/OFF),Video (ON/OFF),Audio(ON/OFF),Wakelock_in (Service)
1763738461504,1763738461509,5,3939,2605,300.912769,1.185295,0.000418,"0,005926",com.google.android.youtube,True,False,False,True,True,False,False,False,screen
1763738461509,1763738461770,261,3939,2605,300.912769,1.185295,0.021816,"0,309362",com.google.android.youtube,True,False,False,True,True,False,False,False,*launch*
1763738461770,1763738461787,17,3939,2605,300.912769,1.185295,0.001421,"0,02015",com.google.android.youtube,True,False,False,True,True,False,False,False,*job*/XXX@com.google.android.youtube/androidx.work.impl.background.systemjob.SystemJobService#59451
1763738461787,1763738461956,169,3939,2605,300.912769,1.185295,0.014126,"0,200315",com.google.android.youtube,True,False,False,True,True,False,False,False,*launch*
1763738461956,1763738461965,9,3939,2605,300.912769,1.185295,0.000752,"0,010668",com.google.android.youtube,True,False,False,True,True,False,False,False,*job*/XXX@com.google.android.youtube/androidx.work.impl.background.systemjob.SystemJobService#59453
1763738461965,1763738462012,47,3939,2605,300.912769,1.185295,0.003929,"0,055709",com.google.android.youtube,True,False,False,True,True,False,False,False,*launch*
1763738462012,1763738464490,2478,3939,2605,300.912769,1.185295,0.207128,"2,937162",com.google.android.youtube,True,False,False,True,True,False,False,False,screen
1763738464490,1763738464556,66,3939,2605,300.912769,1.185295,0.005517,"0,078229",com.google.android.youtube,True,False,False,True,True,False,True,False,screen
1763738464556,1763738464648,92,3939,2605,300.912769,1.185295,0.007690,"0,109047",com.google.android.youtube,True,False,False,True,True,False,True,False,
1763738464648,1763738464660,12,3939,2605,300.912769,1.185295,0.001003,"0,014224",com.google.android.youtube,True,False,False,True,True,False,True,True,
1763738464660,1763738465068,408,3939,2605,300.912769,1.185295,0.034103,"0,483601",com.google.android.youtube,True,False,False,True,True,False,True,True,AudioMix
1763738465068,1763738465072,4,3939,2605,300.912769,1.185295,0.000334,"0,004741",com.google.android.youtube,True,False,False,True,True,False,True,True,*job*/XXX@com.android.contacts/com.whatsapp/WhatsApp:android#163
1763738465072,1763738465075,3,3939,2605,300.912769,1.185295,0.000251,"0,003556",com.google.android.youtube,True,False,False,True,True,False,False,True,*job*/XXX@com.android.contacts/com.whatsapp/WhatsApp:android#163
1763738465075,1763738465094,19,3939,2605,300.912769,1.185295,0.001588,"0,022521",com.google.android.youtube,True,False,False,True,True,False,False,True,AudioMix
1763738465094,1763738465112,18,3939,2605,300.912769,1.185295,0.001505,"0,021335",com.google.android.youtube,True,False,False,True,True,False,False,True,SyncLoopWakeLock
1763738465112,1763738465142,30,3939,2605,300.912769,1.185295,0.002508,"0,035559",com.google.android.youtube,True,False,False,True,True,False,False,True,SyncLoopWakeLock
1763738465142,1763738465155,13,3939,2605,300.912769,1.185295,0.001087,"0,015409",com.google.android.youtube,True,False,False,True,True,False,False,True,AudioMix
1763738465155,1763738465199,44,3939,2605,300.912769,1.185295,0.003678,"0,052153",com.google.android.youtube,True,False,False,True,True,False,True,True,AudioMix
1763738465199,1763738465286,87,3939,2605,300.912769,1.185295,0.007272,"0,103121",com.google.android.youtube,True,False,False,True,True,False,True,True,NetworkStats
1763738465286,1763738465808,522,3939,2605,300.912769,1.185295,0.043632,"0,618724",com.google.android.youtube,True,False,False,True,True,False,True,True,AudioMix
1763738465808,1763738465809,1,3939,2605,300.912769,1.185295,0.000084,"0,001185",com.google.android.youtube,True,False,False,True,True,False,True,False,AudioMix
1763738465809,1763738466099,290,3939,2605,300.912769,1.185295,0.024240,"0,343736",com.google.android.youtube,True,False,False,True,True,False,True,False,AudioMix
1763738466099,1763738466100,1,3939,2605,300.912769,1.185295,0.000084,"0,001185",com.google.android.youtube,True,False,False,True,True,False,True,False,*sync*/com.android.contacts/com.whatsapp/XXX
1763738466100,1763738466369,269,3939,2605,300.912769,1.185295,0.022485,"0,318844",com.google.android.youtube,True,False,False,True,True,False,True,True,*sync*/com.android.contacts/com.whatsapp/XXX
1763738466369,1763738466972,603,3939,2605,300.912769,1.185295,0.050403,"0,714733",com.google.android.youtube,True,False,False,True,True,False,True,True,*sync*/com.android.contacts/com.whatsapp/XXX
1763738466972,1763738467101,129,3939,2605,300.912769,1.185295,0.010783,"0,152903",com.google.android.youtube,True,False,False,True,True,False,True,True,NetworkStats
1763738467101,1763738467627,526,3939,2605,300.912769,1.185295,0.043967,"0,623465",com.google.android.youtube,True,False,False,True,True,False,True,True,*sync*/com.android.contacts/com.whatsapp/XXX
1763738467627,1763738467643,16,3939,2605,300.912769,1.185295,0.001337,"0,018965",com.google.android.youtube,True,False,False,True,True,False,True,True,*job*/com.whatsapp/.infra.push.RegistrationIntentService#4
1763738467643,1763738467922,279,3939,2605,300.912769,1.185295,0.023321,"0,330697",com.google.android.youtube,True,False,False,True,True,False,True,True,*sync*/com.android.contacts/com.whatsapp/XXX
1763738467922,1763738468021,99,3939,2605,300.912769,1.185295,0.008275,"0,117344",com.google.android.youtube,True,False,False,True,True,False,True,True,*sync*/com.android.contacts/com.whatsapp/XXX
1763738468021,1763738468039,18,3939,2605,300.912769,1.185295,0.001505,"0,021335",com.google.android.youtube,True,False,False,True,True,False,True,True,FBNSPreloadWakefulExecutor
1763738468039,1763738468415,376,3939,2605,300.912769,1.185295,0.031429,"0,445671",com.google.android.youtube,True,False,False,True,True,False,True,True,*sync*/com.android.contacts/com.whatsapp/XXX
1763738468415,1763738468488,73,3939,2605,300.912769,1.185295,0.006102,"0,086527",com.google.android.youtube,True,False,False,True,True,False,True,True,*gms_scheduler*:internal
1763738468488,1763738468547,59,3939,2605,300.912769,1.185295,0.004932,"0,069932",com.google.android.youtube,True,False,False,True,True,False,True,True,*gms_scheduler*:internal
1763738468547,1763738468601,54,3939,2605,300.912769,1.185295,0.004514,"0,064006",com.google.android.youtube,True,False,False,True,True,False,True,True,*gms_scheduler*/com.google.android.gms/.icing.proxy.IcingInternalCorporaUpdateService
1763738468601,1763738468609,8,3939,2605,300.912769,1.185295,0.000669,"0,009482",com.google.android.youtube,True,False,False,True,True,False,True,True,*gms_scheduler*/com.google.android.gms/.icing.proxy.IcingInternalCorporaUpdateService
1763738468609,1763738468616,7,3939,2605,300.912769,1.185295,0.000585,"0,008297",com.google.android.youtube,True,False,False,True,True,False,True,True,*sync*/com.android.contacts/com.whatsapp/XXX
1763738468616,1763738468634,18,3939,2605,300.912769,1.185295,0.001505,"0,021335",com.google.android.youtube,True,False,False,True,True,False,True,True,SyncLoopWakeLock
1763738468634,1763738468638,4,3939,2605,300.912769,1.185295,0.000334,"0,004741",com.google.android.youtube,True,False,False,True,True,False,True,True,SyncLoopWakeLock
1763738468638,1763738468669,31,3939,2605,300.912769,1.185295,0.002591,"0,036744",com.google.android.youtube,True,False,False,True,True,False,True,True,*gms_scheduler*:internal
1763738468669,1763738468675,6,3939,2605,300.912769,1.185295,0.000502,"0,007112",com.google.android.youtube,True,False,False,True,True,False,True,True,*gms_scheduler*:internal
1763738468675,1763738468679,4,3939,2605,300.912769,1.185295,0.000334,"0,004741",com.google.android.youtube,True,False,False,True,True,False,True,True,NetworkStats
1763738468679,1763738468745,66,3939,2605,300.912769,1.185295,0.005517,"0,078229",com.google.android.youtube,True,False,False,True,True,False,True,True,NetworkStats
1763738468745,1763738468775,30,3939,2605,300.912769,1.185295,0.002508,"0,035559",com.google.android.youtube,True,False,False,True,True,False,True,True,NetworkStats
1763738468775,1763738468861,86,3939,2605,300.912769,1.185295,0.007188,"0,101935",com.google.android.youtube,True,False,False,True,True,False,True,True,*gms_scheduler*:internal
1763738468861,1763738468875,14,3939,2605,300.912769,1.185295,0.001170,"0,016594",com.google.android.youtube,True,False,False,True,True,False,True,True,*job*/com.whatsapp/.crash.upload.ExceptionsUploadService#1
1763738468875,1763738468884,9,3939,2605,300.912769,1.185295,0.000752,"0,010668",com.google.android.youtube,True,False,False,True,True,False,True,True,*gms_scheduler*:internal
1763738468884,1763738468895,11,3939,2605,300.912769,1.185295,0.000919,"0,013038",com.google.android.youtube,True,False,False,True,True,False,True,True,*job*/com.whatsapp/.alarmservice.AlarmService#3
1763738468895,1763738468909,14,3939,2605,300.912769,1.185295,0.001170,"0,016594",com.google.android.youtube,True,False,False,True,True,False,True,True,*gms_scheduler*:internal
1763738468909,1763738468929,20,3939,2605,300.912769,1.185295,0.001672,"0,023706",com.google.android.youtube,True,False,False,True,True,False,True,True,*gms_scheduler*:internal
1763738468929,1763738468963,34,3939,2605,300.912769,1.185295,0.002842,"0,0403",com.google.android.youtube,True,False,False,True,True,False,True,True,*gms_scheduler*/com.google.android.gms/.audit.upload.AuditGcmTaskService
1763738468963,1763738469030,67,3939,2605,300.912769,1.185295,0.005600,"0,079415",com.google.android.youtube,True,False,False,True,True,False,True,True,com.whatsapp:NtpAction#updateNtp
1763738469030,1763738469693,663,3939,2605,300.912769,1.185295,0.055418,"0,785851",com.google.android.youtube,True,False,False,True,True,False,True,True,*gms_scheduler*/com.google.android.gms/.audit.upload.AuditGcmTaskService
1763738469693,1763738469695,2,3939,2605,300.912769,1.185295,0.000167,"0,002371",com.google.android.youtube,True,False,False,True,True,False,True,True,*telephony-radio*
1763738469695,1763738469696,1,3939,2605,300.912769,1.185295,0.000084,"0,001185",com.google.android.youtube,True,False,False,True,True,False,True,True,*gms_scheduler*/com.google.android.gms/.audit.upload.AuditGcmTaskService
1763738469696,1763738469712,16,3939,2605,300.912769,1.185295,0.001337,"0,018965",com.google.android.youtube,True,False,False,True,True,False,True,True,*telephony-radio*
1763738469712,1763738469713,1,3939,2605,300.912769,1.185295,0.000084,"0,001185",com.google.android.youtube,True,False,False,True,True,False,True,True,*telephony-radio*
1763738469713,1763738470074,361,3939,2605,300.912769,1.185295,0.030175,"0,427892",com.google.android.youtube,True,False,False,True,True,False,True,True,*gms_scheduler*/com.google.android.gms/.audit.upload.AuditGcmTaskService
1763738470074,1763738470093,19,3939,2605,300.912769,1.185295,0.001588,"0,022521",com.google.android.youtube,True,False,False,True,True,False,True,True,*gms_scheduler*/com.google.android.gms/.audit.upload.AuditGcmTaskService
1763738470093,1763738470098,5,3939,2605,300.912769,1.185295,0.000418,"0,005926",com.google.android.youtube,True,False,False,True,True,False,True,True,NetworkStats
1763738470098,1763738470124,26,3939,2605,300.912769,1.185295,0.002173,"0,030818",com.google.android.youtube,True,False,False,True,True,False,True,True,*gms_scheduler*:internal
1763738470124,1763738470127,3,3939,2605,300.912769,1.185295,0.000251,"0,003556",com.google.android.youtube,True,False,False,True,True,False,True,True,NetworkStats
1763738470127,1763738470142,15,3939,2605,300.912769,1.185295,0.001254,"0,017779",com.google.android.youtube,True,False,False,True,True,False,True,True,*gms_scheduler*:internal
1763738470142,1763738470152,10,3939,2605,300.912769,1.185295,0.000836,"0,011853",com.google.android.youtube,True,False,False,True,True,False,True,True,NetworkStats
1763738470152,1763738470924,772,3939,2605,300.912769,1.185295,0.064529,"0,915048",com.google.android.youtube,True,False,False,True,True,False,True,True,
1763738470924,1763738471393,469,3939,2605,300.912769,1.185295,0.039202,"0,555904",com.google.android.youtube,True,False,False,True,True,False,True,True,*gms_scheduler*/com.google.android.gms/.clearcut.uploader.QosUploaderService
1763738471393,1763738471432,39,3939,2605,300.912769,1.185295,0.003260,"0,046227",com.google.android.youtube,True,False,False,True,True,False,True,True,NetworkStats
1763738471432,1763738473084,1652,3939,2605,300.912769,1.185295,0.138086,"1,958108",com.google.android.youtube,True,False,False,True,True,False,True,True,*gms_scheduler*/com.google.android.gms/.clearcut.uploader.QosUploaderService
1763738473084,1763738473545,461,3939,2605,300.912769,1.185295,0.038534,"0,546421",com.google.android.youtube,True,False,False,True,True,False,True,True,*gms_scheduler*/com.google.android.gms/.clearcut.uploader.QosUploaderService
1763738473545,1763738473547,2,3939,2605,300.912769,1.185295,0.000167,"0,002371",com.google.android.youtube,True,False,False,True,True,False,True,True,AudioMix
1763738473547,1763738473553,6,3939,2605,300.912769,1.185295,0.000502,"0,007112",com.google.android.youtube,True,False,False,True,True,False,True,True,*gms_scheduler*:internal
1763738473553,1763738473555,2,3939,2605,300.912769,1.185295,0.000167,"0,002371",com.google.android.youtube,True,False,False,True,True,False,True,True,AudioMix
1763738473555,1763738473559,4,3939,2605,300.912769,1.185295,0.000334,"0,004741",com.google.android.youtube,True,False,False,True,True,False,True,True,*gms_scheduler*:internal
1763738473559,1763738474423,864,3939,2605,300.912769,1.185295,0.072219,"1,024095",com.google.android.youtube,True,False,False,True,True,False,True,True,AudioMix
1763738474423,1763738474425,2,3939,2605,300.912769,1.185295,0.000167,"0,002371",com.google.android.youtube,True,False,False,True,True,False,True,False,AudioMix
1763738474425,1763738474594,169,3939,2605,300.912769,1.185295,0.014126,"0,200315",com.google.android.youtube,True,False,False,True,True,False,True,False,AudioMix
1763738474594,1763738474657,63,3939,2605,300.912769,1.185295,0.005266,"0,074674",com.google.android.youtube,True,False,False,True,True,False,True,False,NetworkStats
1763738474657,1763738474763,106,3939,2605,300.912769,1.185295,0.008860,"0,125641",com.google.android.youtube,True,False,False,True,True,False,True,False,AudioMix
1763738474763,1763738474764,1,3939,2605,300.912769,1.185295,0.000084,"0,001185",com.google.android.youtube,True,False,False,True,True,False,True,True,AudioMix
1763738474764,1763738475026,262,3939,2605,300.912769,1.185295,0.021900,"0,310547",com.google.android.youtube,True,False,False,True,True,False,True,True,AudioMix
1763738475026,1763738475029,3,3939,2605,300.912769,1.185295,0.000251,"0,003556",com.google.android.youtube,True,False,False,True,True,False,True,False,AudioMix
1763738475029,1763738475444,415,3939,2605,300.912769,1.185295,0.034689,"0,491898",com.google.android.youtube,True,False,False,True,True,False,True,False,AudioMix
1763738475444,1763738476087,643,3939,2605,300.912769,1.185295,0.053746,"0,762145",com.google.android.youtube,True,False,False,True,True,False,True,True,
1763738476087,1763738476282,195,3939,2605,300.912769,1.185295,0.016299,"0,231133",com.google.android.youtube,True,False,False,True,True,False,True,True,AudioMix
1763738476282,1763738476334,52,3939,2605,300.912769,1.185295,0.004347,"0,061635",com.google.android.youtube,True,False,False,True,True,False,True,True,NetworkStats
1763738476334,1763738477853,1519,3939,2605,300.912769,1.185295,0.126968,"1,800464",com.google.android.youtube,True,False,False,True,True,False,True,True,AudioMix
