start_time,end_time,Duration (mS),Voltage (mV),Remaining_charge (mAh),Intensity (mA),Power (W),Consumed charge(mAh),Energy (J),Top app,Screen(ON/OFF),GPS(ON/OFF),Mobile_Radio(ON/OFF),WiFi(ON/OFF),Wifi radio,Camera(ON/OFF),Video (ON/OFF),Audio(ON/OFF),Wakelock_in (Service)
1763719189719,1763719189723,4,4496.142828112077,2538.1813434799765,239.6288756851777,1.1051494953330165,-0.018772503027524437,-0.040351374851528884,com.google.android.apps.nexuslauncher,True,False,False,True,True,False,False,False,*launch*
1763719189723,1763719189768,45,4000.4418023411017,2542.6289086149054,259.64368211916207,1.1437010884832726,0.018864523045339598,0.005568830767678799,,True,False,False,True,True,False,False,False,*launch*
1763719189768,1763719190067,299,4493.504075486874,2694.5240384535086,240.4372332151952,1.1011225908032363,-0.05639798232814773,0.32617720207124706,com.tpcstld.twozerogame,True,False,False,True,True,False,False,False,*launch*
1763719190067,1763719190472,405,4165.9360757337,2857.5298495565453,235.48066969919034,0.949301696845341,0.043052571595031994,0.3733366717268448,com.tpcstld.twozerogame,True,False,False,True,True,False,False,False,CallbackRunner
1763719190472,1763719190482,10,4192.174526262935,2611.7730172424745,273.64366387186874,0.9795225164115214,-0.029530636362240903,-0.0217571721563428,com.tpcstld.twozerogame,True,False,False,True,True,False,False,False,SyncLoopWakeLock
1763719190482,1763719190484,2,4105.534776277834,2652.386572450152,239.38906071161654,1.162796844109418,0.07764602212045052,-0.0066006998817900245,com.tpcstld.twozerogame,True,False,False,True,True,False,False,False,*job*/com.google.android.gms.games.background/com.google/XXX@gmail.com:android
1763719190484,1763719190485,1,4213.115237421241,2523.6834975829847,250.56112385506282,1.0482175533264957,0.03374050903495629,-0.007706476096341603,com.tpcstld.twozerogame,True,False,False,True,True,False,False,False,SyncLoopWakeLock
1763719190485,1763719190491,6,4243.065138768855,2579.2621105198327,244.81887633669638,1.1397503962298785,-0.0691012198054047,0.048575950540276615,com.tpcstld.twozerogame,True,False,False,True,True,False,False,False,SyncLoopWakeLock
1763719190491,1763719190493,2,4574.244783470231,2671.3365023934857,235.59785600614256,1.1382785680797014,0.06843501786162873,-0.007353910392478156,com.tpcstld.twozerogame,True,False,False,True,True,False,False,False,*job*/com.google.android.gms.games.background/com.google/XXX@gmail.com:android
1763719190493,1763719190495,2,4023.7775471112272,2644.9226129061403,239.1412754542297,1.0127505069202511,-0.02798550882427193,-0.028039087508691714,com.tpcstld.twozerogame,True,False,False,True,True,False,False,False,SyncLoopWakeLock
